proj_id,report_quarter,quarter_first_seen,project_age,match_confidence,segment,class_type,territory,project_stage,announced_load_mw,initial_service_date,new_project,change_announced_load,change_load_ramp,change_project_stage,change_initial_service_date,load_2023,load_2024,load_2025,load_2026,load_2027,load_2028,load_2029,load_2030,load_2031,load_2032,load_2033,load_2034,load_2035,load_2036,load_2037
P0026,2024Q3,2024Q1,3,exact,data center,Commercial,Outside,Technical Review,130,Q1 2029,,,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,30.0,80.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
P0026,2024Q4,2024Q1,4,exact,data center,Commercial,Outside,Technical Review,130,Q1 2029,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,80.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
P0026,2025Q1,2024Q1,5,ramp_0.74,data center,Commercial,Inside,Technical Review,150,Q2 2028,,Y,Y,,Y,0.0,0.0,0.0,0.0,0.0,75.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
P0027,2024Q1,2024Q1,1,seed,,,Outside,Technical Review,192,Q2 2030,,Y,Y,,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,70.0,105.0,140.0,175.0,192.0,192.0,192.0
P0027,2024Q2,2024Q1,2,ramp_1.00,data center,Commercial,Multiple Sites,Technical Review,192,Q2 2030,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,70.0,105.0,140.0,175.0,192.0,192.0,192.0
P0028,2024Q1,2024Q1,1,seed,,,Inside,Contract for Electric Service,120,Q2 2024,,,,Y,,0.0,60.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
P0028,2024Q2,2024Q1,2,ramp_1.00,data center,Commercial,Inside,Contract for Electric Service,180,Q4 2025,,Y,Y,,Y,0.0,0.0,2.0,60.0,60.0,120.0,120.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0028,2024Q3,2024Q1,3,ramp_0.86,data center,Commercial,Inside,Contract for Electric Service,180,Q3 2026,,,Y,,Y,0.0,0.0,0.0,120.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0028,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Contract for Electric Service,180,Q3 2026,,,Y,,,0.0,0.0,0.0,120.0,120.0,120.0,120.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0028,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Contract for Electric Service,180,Q3 2026,,,Y,,,0.0,0.0,0.0,60.0,120.0,140.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0028,2025Q2,2024Q1,6,exact,data center,Commercial,Inside,Contract for Electric Service,180,Q3 2026,,,,,,0.0,0.0,0.0,60.0,120.0,140.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0029,2024Q1,2024Q1,1,seed,,,Multiple Sites,Technical Review,135,Q2 2024,Y,,,,,0.0,25.0,25.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
P0029,2024Q2,2024Q1,2,ramp_1.00,other,Industrial,Multiple Sites,Technical Review,135,Q4 2024,,,,,Y,0.0,25.0,25.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
P0030,2024Q1,2024Q1,1,seed,,,Outside,Technical Review,245,Q2 2026,Y,,,,,0.0,0.0,0.0,85.0,85.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0
P0030,2024Q2,2024Q1,2,ramp_1.00,other,Industrial,Multiple Sites,Technical Review,245,Q2 2026,,,,,,0.0,0.0,0.0,85.0,85.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0
P0030,2024Q3,2024Q1,3,ramp_0.99,data center,Commercial,Inside,Technical Review,250,Q4 2026,Y,,,,,0.0,0.0,0.0,10.0,125.0,200.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0030,2024Q4,2024Q1,4,exact_noseg,data center,Commercial,Inside,Technical Review,250,Q4 2026,,,,,,0.0,0.0,0.0,10.0,125.0,200.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0031,2024Q1,2024Q1,1,seed,,,Multiple Sites,Technical Review,80,Q2 2024,Y,,,,,0.0,5.0,5.0,40.0,40.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
P0031,2024Q2,2024Q1,2,ramp_1.00,clean energy tech,Industrial,Inside,Technical Review,80,Q4 2024,,,,,Y,0.0,5.0,5.0,40.0,40.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
P0031,2024Q3,2024Q1,3,exact_noseg,manufacturing,Industrial,Inside,Technical Review,80,Q4 2024,,,,,,0.0,5.0,5.0,40.0,40.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
P0031,2024Q4,2024Q1,4,ramp_0.80,other,Industrial,Multiple Sites,Technical Review,105,Q4 2025,Y,,,,,0.0,0.0,10.0,25.0,50.0,80.0,80.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0
P0032,2024Q1,2024Q1,1,seed,,,Multiple Sites,Technical Review,53,Q2 2025,Y,,,,,0.0,0.0,15.0,15.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
P0032,2024Q2,2024Q1,2,ramp_1.00,manufacturing,Industrial,Multiple Sites,Technical Review,53,Q4 2025,,,,,Y,0.0,0.0,15.0,15.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
P0033,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,500,Q2 2026,,,,,,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
P0033,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Inside,Technical Review,500,Q2 2026,Y,,,,,0.0,0.0,0.0,75.0,150.0,250.0,350.0,450.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
P0033,2024Q3,2024Q1,3,ramp_0.94,data center,Commercial,Inside,Technical Review,455,Q2 2025,,,,,Y,0.0,0.0,5.0,95.0,185.0,275.0,365.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0
P0033,2024Q4,2024Q1,4,ramp_0.80,data center,Commercial,Inside,Technical Review,597,Q4 2025,,,Y,,Y,0.0,0.0,2.0,10.0,119.0,239.0,358.0,477.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0
P0033,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Technical Review,597,Q4 2025,,,,,,0.0,0.0,2.0,10.0,119.0,239.0,358.0,477.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0
P0033,2025Q2,2024Q1,6,ramp_0.81,data center,Commercial,Inside,Request for Service,693,Q4 2028,,,Y,,Y,0.0,0.0,0.0,0.0,0.0,400.0,600.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0,693.0
P0033,2025Q3,2024Q1,7,exact,data center,Commercial,Inside,Request for Service,693,Q4 2028,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,50.0,250.0,450.0,650.0,693.0,693.0,693.0,693.0,693.0
P0033,2025Q4,2024Q1,8,exact,data center,Commercial,Inside,Request for Service,693,Q2 2029,,,Y,,Y,,,0.0,0.0,0.0,0.0,1.0,50.0,250.0,450.0,650.0,693.0,693.0,693.0,693.0
P0033,2026Q1,2024Q1,9,ramp_0.80,data center,Commercial,Inside,Technical Review,600,Q4 2027,,,,,,,,,0.0,50.0,250.0,450.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0034,2024Q1,2024Q1,1,seed,,,Outside,Technical Review,86,Q2 2026,,Y,Y,,Y,0.0,0.0,0.0,13.0,46.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
P0035,2024Q1,2024Q1,1,seed,,,Multiple Sites,Technical Review,1280,Q2 2029,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
P0035,2024Q2,2024Q1,2,exact_noseg,manufacturing,Industrial,Multiple Sites,Technical Review,1280,Q2 2029,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
P0036,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,260,Q2 2026,Y,,,,,0.0,0.0,0.0,60.0,200.0,230.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0
P0036,2024Q2,2024Q1,2,exact_noseg,other,Industrial,Inside,Technical Review,115,Q2 2026,,Y,Y,,,0.0,0.0,0.0,48.0,97.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0
P0037,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,50,Q2 2024,Y,,,,,0.0,10.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
P0038,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,180,Q2 2025,Y,,,,,0.0,0.0,15.0,45.0,90.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0038,2024Q2,2024Q1,2,ramp_1.00,data center,Commercial,Outside,Request for Service,180,Q2 2026,,,Y,,Y,0.0,0.0,0.0,40.0,110.0,175.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0038,2024Q3,2024Q1,3,ramp_1.00,data center,Commercial,Outside,Contract for Electric Service,180,Q1 2026,,,,Y,Y,0.0,0.0,0.0,40.0,110.0,175.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0038,2024Q4,2024Q1,4,exact,data center,Commercial,Outside,Contract for Electric Service,180,Q1 2026,,,,,,0.0,0.0,0.0,40.0,110.0,175.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0038,2025Q1,2024Q1,5,exact,data center,Commercial,Outside,Contract for Electric Service,180,Q1 2026,,,Y,,,0.0,0.0,25.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0038,2025Q2,2024Q1,6,exact,data center,Commercial,Outside,Contract for Electric Service,180,Q1 2026,,,,,,0.0,0.0,25.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0038,2025Q3,2024Q1,7,exact,data center,Commercial,Outside,Contract for Electric Service,180,Q1 2026,,,,,,0.0,0.0,0.0,40.0,110.0,175.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0038,2025Q4,2024Q1,8,exact,data center,Commercial,Outside,Contract for Electric Service,180,Q1 2026,,,,,,,,0.0,40.0,110.0,175.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0038,2026Q1,2024Q1,9,exact,data center,Commercial,Outside,Contract for Electric Service,180,Q1 2026,,,,,,,,,40.0,110.0,175.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0039,2024Q1,2024Q1,1,seed,,,Multiple Sites,Technical Review,460,Q2 2025,,,,,,0.0,0.0,140.0,300.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0
P0039,2024Q2,2024Q1,2,ramp_0.96,data center,Commercial,Inside,Technical Review,481,Q4 2025,,Y,Y,,Y,0.0,0.0,14.0,118.0,261.0,404.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0
P0039,2024Q3,2024Q1,3,ramp_0.78,data center,Commercial,Inside,Technical Review,648,Q4 2026,Y,,,,,0.0,0.0,0.0,2.0,10.0,216.0,432.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0
P0039,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Technical Review,648,Q4 2026,,,,,,0.0,0.0,0.0,2.0,10.0,216.0,432.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0
P0039,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Technical Review,648,Q4 2026,,,,,,0.0,0.0,0.0,2.0,10.0,216.0,432.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0
P0039,2025Q2,2024Q1,6,exact,data center,Commercial,Inside,Technical Review,648,Q4 2026,,,,,,0.0,0.0,0.0,2.0,10.0,216.0,432.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0
P0039,2025Q3,2024Q1,7,exact_noseg,data center,Commercial,Inside,Technical Review,648,Q4 2026,,,,,,0.0,0.0,0.0,2.0,10.0,216.0,432.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0
P0039,2025Q4,2024Q1,8,ramp_0.92,data center,Commercial,Inside,Technical Review,780,Q2 2029,,,Y,,Y,,,0.0,0.0,0.0,0.0,6.0,195.0,390.0,585.0,780.0,780.0,780.0,780.0,780.0
P0039,2026Q1,2024Q1,9,ramp_0.91,data center,Commercial,Inside,Technical Review,648,Q4 2027,,,,,,,,,0.0,2.0,10.0,216.0,432.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0
P0040,2024Q1,2024Q1,1,seed,,,Outside,Technical Review,50,Q2 2026,,,,,,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
P0040,2024Q2,2024Q1,2,exact_noseg,manufacturing,Industrial,Outside,Technical Review,50,Q2 2026,,,,,,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
P0040,2024Q3,2024Q1,3,ramp_1.00,manufacturing,Industrial,Outside,Technical Review,50,Q1 2026,,,,,Y,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
P0040,2024Q4,2024Q1,4,exact,manufacturing,Industrial,Outside,Technical Review,50,Q1 2026,,,,,,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
P0040,2025Q1,2024Q1,5,ramp_1.00,manufacturing,Industrial,Outside,Technical Review,50,Q4 2026,,,,,Y,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
P0041,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,216,Q2 2026,Y,,,,,0.0,0.0,0.0,36.0,108.0,180.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0041,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Inside,Contract for Electric Service,216,Q2 2026,,,Y,Y,Y,0.0,0.0,0.0,30.0,90.0,150.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0041,2024Q3,2024Q1,3,ramp_1.00,data center,Commercial,Inside,Contract for Electric Service,216,Q3 2025,,,Y,,Y,0.0,0.0,6.0,30.0,90.0,150.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0041,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Contract for Electric Service,216,Q3 2025,,,,,,0.0,0.0,6.0,30.0,90.0,150.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0041,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Contract for Electric Service,216,Q3 2025,,,Y,,,0.0,0.0,6.0,30.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0041,2025Q2,2024Q1,6,exact,data center,Commercial,Inside,Contract for Electric Service,216,Q3 2025,,,,,,0.0,0.0,6.0,30.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0041,2025Q3,2024Q1,7,exact,data center,Commercial,Inside,Contract for Electric Service,216,Q3 2025,,,,,,0.0,0.0,0.0,12.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0041,2025Q4,2024Q1,8,exact,data center,Commercial,Inside,Contract for Electric Service,216,Q3 2025,,,,,,,,0.0,12.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0041,2026Q1,2024Q1,9,exact,data center,Commercial,Inside,Contract for Electric Service,216,Q3 2025,,,Y,,,,,,90.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0
P0042,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,100,Q2 2025,,,,,Y,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
P0043,2024Q1,2024Q1,1,seed,,,Outside,Technical Review,700,Q2 2026,,,,,Y,0.0,0.0,0.0,350.0,350.0,350.0,350.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0
P0044,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,552,Q3 2025,Y,,,,,0.0,0.0,5.0,5.0,5.0,540.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0
P0044,2024Q2,2024Q1,2,exact_noseg,clean energy tech,Industrial,Inside,Technical Review,717,Q3 2025,,Y,Y,,,0.0,0.0,5.0,5.0,5.0,540.0,717.0,717.0,717.0,717.0,717.0,717.0,717.0,717.0,717.0
P0044,2024Q3,2024Q1,3,exact,clean energy tech,Industrial,Inside,Technical Review,717,Q3 2025,,,,,,0.0,0.0,5.0,5.0,5.0,540.0,717.0,717.0,717.0,717.0,717.0,717.0,717.0,717.0,717.0
P0045,2024Q1,2024Q1,1,seed,,,Outside,Request for Service,78,Q2 2025,,Y,Y,,,0.0,0.0,27.0,52.0,52.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
P0045,2024Q2,2024Q1,2,exact_noseg,manufacturing,Industrial,Outside,Request for Service,79,Q2 2025,,Y,Y,,,0.0,0.0,26.0,47.0,47.0,64.0,64.0,64.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
P0045,2024Q3,2024Q1,3,ramp_0.89,other,Industrial,Inside,Technical Review,65,Q1 2025,Y,,,,,0.0,0.0,1.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
P0045,2024Q4,2024Q1,4,ramp_1.00,other,Industrial,Inside,Technical Review,65,Q4 2025,,,,,Y,0.0,0.0,1.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
P0046,2024Q1,2024Q1,1,seed,,,Inside,Request for Service,90,Q2 2024,,Y,Y,Y,Y,0.0,61.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
P0046,2024Q2,2024Q1,2,ramp_1.00,clean energy tech,Industrial,Inside,Request for Service,90,Q3 2024,,,,,Y,0.0,61.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
P0046,2024Q3,2024Q1,3,exact,clean energy tech,Industrial,Inside,Request for Service,90,Q1 2024,,,,,Y,0.0,61.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
P0046,2024Q4,2024Q1,4,exact,clean energy tech,Industrial,Inside,Request for Service,90,Q1 2024,,,,,,0.0,61.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
P0046,2025Q1,2024Q1,5,exact,clean energy tech,Industrial,Inside,Request for Service,90,Q1 2024,,,,,,0.0,61.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
P0046,2025Q2,2024Q1,6,exact,clean energy tech,Industrial,Inside,Contract for Electric Service,90,Q1 2024,,,,Y,,0.0,61.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
P0046,2025Q3,2024Q1,7,exact,clean energy tech,Industrial,Inside,Contract for Electric Service,90,Q1 2024,,,,,,0.0,61.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
P0046,2025Q4,2024Q1,8,ramp_0.77,clean energy tech,Industrial,Inside,Contract for Electric Service,126,Q4 2025,,,,,,,,71.0,87.0,95.0,106.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0
P0046,2026Q1,2024Q1,9,exact,clean energy tech,Industrial,Inside,Contract for Electric Service,126,Q4 2025,,,,,,,,,87.0,95.0,106.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0
P0047,2024Q1,2024Q1,1,seed,,,Inside,Technical Review,432,Q2 2026,Y,,,,,0.0,0.0,0.0,72.0,216.0,288.0,360.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0
P0047,2024Q2,2024Q1,2,ramp_0.72,data center,Commercial,Inside,Technical Review,500,Q2 2027,,,Y,,Y,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
P0047,2024Q3,2024Q1,3,ramp_0.88,data center,Commercial,Inside,Technical Review,600,Q2 2026,Y,,,,,0.0,0.0,0.0,1.0,10.0,200.0,400.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0047,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Technical Review,600,Q2 2026,,,,,,0.0,0.0,0.0,1.0,10.0,200.0,400.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0047,2025Q1,2024Q1,5,ramp_0.80,data center,Commercial,Inside,Technical Review,780,Q4 2026,,Y,Y,,Y,0.0,0.0,0.0,2.0,6.0,195.0,390.0,585.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0
P0047,2025Q2,2024Q1,6,exact,data center,Commercial,Inside,Technical Review,780,Q4 2026,,,,,,0.0,0.0,0.0,2.0,6.0,195.0,390.0,585.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0
P0047,2025Q3,2024Q1,7,exact,data center,Commercial,Inside,Technical Review,780,Q4 2026,,,,,,0.0,0.0,0.0,2.0,6.0,195.0,390.0,585.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0
P0047,2025Q4,2024Q1,8,ramp_0.84,data center,Commercial,Inside,Technical Review,910,Q4 2027,,,Y,,Y,,,0.0,0.0,100.0,370.0,550.0,730.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0
P0047,2026Q1,2024Q1,9,ramp_0.82,data center,Commercial,Inside,Technical Review,1200,Q4 2027,,,,,,,,,0.0,100.0,300.0,450.0,650.0,850.0,1050.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0048,2024Q1,2024Q1,1,seed,,,Outside,Contract for Electric Service,1492,Q2 2024,,Y,Y,,Y,0.0,65.0,321.0,578.0,677.0,740.0,812.0,884.0,956.0,1028.0,1100.0,1172.0,1239.0,1271.0,1492.0
P0048,2024Q2,2024Q1,2,exact_noseg,data center,Commercial,Outside,Contract for Electric Service,1429,Q2 2024,,Y,Y,,,0.0,81.0,400.0,768.0,975.0,1054.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0
P0048,2024Q3,2024Q1,3,exact,data center,Commercial,Outside,Contract for Electric Service,1429,Q2 2024,,,,,,0.0,81.0,400.0,768.0,975.0,1054.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0
P0048,2024Q4,2024Q1,4,exact,data center,Commercial,Outside,Contract for Electric Service,1429,Q2 2024,,,,,,0.0,81.0,400.0,768.0,975.0,1054.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0
P0048,2025Q1,2024Q1,5,exact,data center,Commercial,Outside,Contract for Electric Service,1429,Q2 2024,,,Y,,,0.0,81.0,400.0,768.0,1146.0,1290.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0
P0048,2025Q2,2024Q1,6,exact,data center,Commercial,Outside,Contract for Electric Service,1429,Q2 2024,,,,,,0.0,81.0,400.0,768.0,1146.0,1290.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0
P0048,2025Q3,2024Q1,7,exact,data center,Commercial,Outside,Contract for Electric Service,1429,Q2 2024,,,Y,,,0.0,81.0,400.0,768.0,1146.0,1290.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0
P0048,2025Q4,2024Q1,8,exact,data center,Commercial,Outside,Contract for Electric Service,1429,Q2 2024,,,,,,,,400.0,768.0,1146.0,1290.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0
P0048,2026Q1,2024Q1,9,exact,data center,Commercial,Outside,Contract for Electric Service,1429,Q2 2024,,,,,,,,,768.0,1146.0,1290.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0
P0049,2024Q1,2024Q1,1,seed,,,Outside,Technical Review,115,Q2 2025,Y,,,,,0.0,0.0,22.0,30.0,90.0,95.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0
P0049,2024Q2,2024Q1,2,ramp_0.75,data center,Commercial,Inside,Technical Review,151,Q2 2027,Y,,,,,0.0,0.0,0.0,0.0,126.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0
P0049,2024Q3,2024Q1,3,ramp_0.93,data center,Commercial,Inside,Technical Review,151,Q2 2028,,,Y,,Y,0.0,0.0,0.0,0.0,0.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0
P0049,2024Q4,2024Q1,4,exact,data center,Commercial,Inside,Technical Review,151,Q2 2028,,,,,,0.0,0.0,0.0,0.0,0.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0
P0049,2025Q1,2024Q1,5,exact,data center,Commercial,Inside,Technical Review,151,Q2 2028,,,,,,0.0,0.0,0.0,0.0,0.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0
P0050,2024Q1,2024Q1,1,seed,,,Inside,Contract for Electric Service,126,Q3 2023,,,,Y,Y,10.0,50.0,73.0,87.0,95.0,106.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0
P0050,2024Q2,2024Q1,2,exact_noseg,clean energy tech,Industrial,Inside,Contract for Electric Service,126,Q3 2023,,,,,,10.0,50.0,73.0,87.0,95.0,106.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0
P0050,2024Q3,2024Q1,3,exact,clean energy tech,Industrial,Inside,Contract for Electric Service,126,Q2 2023,,,Y,,Y,10.0,24.0,71.0,87.0,95.0,106.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0
P0050,2024Q4,2024Q1,4,exact,clean energy tech,Industrial,Inside,Contract for Electric Service,126,Q2 2023,,,,,,10.0,24.0,71.0,87.0,95.0,106.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0
P0050,2025Q1,2024Q1,5,exact,clean energy tech,Industrial,Inside,Contract for Electric Service,126,Q2 2023,,,,,,10.0,24.0,71.0,87.0,95.0,106.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0
P0050,2025Q2,2024Q1,6,exact,clean energy tech,Industrial,Inside,Contract for Electric Service,126,Q2 2023,,,,,,10.0,24.0,71.0,87.0,95.0,106.0,115.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0
